time,v_sweep,i_pulldown,i_gndclamp,i_pullup,i_powerclamp
0.9530010000,1.4600000000,2.311024106e-02,1.435916276e-09,-1.996421945e-02,-2.890959766e-09
0.9540010000,1.4650000000,2.312477318e-02,1.436130223e-09,-1.999647348e-02,-2.891168119e-09
0.9550010000,1.4700000000,2.313893063e-02,1.436344550e-09,-2.002849574e-02,-2.891378249e-09
0.9560010000,1.4750000000,2.315271399e-02,1.436558340e-09,-2.006028636e-02,-2.891587859e-09
0.9570010000,1.4800000000,2.316612387e-02,1.436772364e-09,-2.009184551e-02,-2.891796733e-09
0.9580010000,1.4850000000,2.317916086e-02,1.436986403e-09,-2.012317330e-02,-2.892006863e-09
0.9590010000,1.4900000000,2.319182554e-02,1.437200990e-09,-2.015426990e-02,-2.892215216e-09
0.9600010000,1.4950000000,2.320411852e-02,1.437415160e-09,-2.018513545e-02,-2.892424826e-09
0.9610010000,1.5000000000,2.321604037e-02,1.437628701e-09,-2.021577008e-02,-2.892634956e-09
0.9620010000,1.5050000000,2.322759169e-02,1.437843055e-09,-2.024617394e-02,-2.892843829e-09
0.9630010000,1.5100000000,2.323877306e-02,1.438057798e-09,-2.027634717e-02,-2.893053959e-09
0.9640010000,1.5150000000,2.324958508e-02,1.438271378e-09,-2.030628992e-02,-2.893263569e-09
0.9650010000,1.5200000000,2.326002832e-02,1.438485796e-09,-2.033600233e-02,-2.893472443e-09
0.9660010000,1.5250000000,2.327010338e-02,1.438769837e-09,-2.036548453e-02,-2.893682573e-09
0.9670010000,1.5300000000,2.327981083e-02,1.439182875e-09,-2.039473669e-02,-2.893892703e-09
0.9680010000,1.5350000000,2.328915126e-02,1.439043221e-09,-2.042375893e-02,-2.894102832e-09
0.9690010000,1.5400000000,2.329812524e-02,1.439030610e-09,-2.045255140e-02,-2.894312962e-09
0.9700010000,1.5450000000,2.330673337e-02,1.439188748e-09,-2.048111423e-02,-2.894520796e-09
0.9710010000,1.5500000000,2.331497621e-02,1.439367315e-09,-2.050944759e-02,-2.894732702e-09
0.9720010000,1.5550000000,2.332285435e-02,1.439558164e-09,-2.053755160e-02,-2.894942832e-09
0.9730010000,1.5600000000,2.333036836e-02,1.439755534e-09,-2.056542640e-02,-2.895152442e-09
0.9740010000,1.5650000000,2.333751883e-02,1.439957074e-09,-2.059307215e-02,-2.895361316e-09
0.9750010000,1.5700000000,2.334430632e-02,1.440160661e-09,-2.062048897e-02,-2.895571965e-09
0.9760010000,1.5750000000,2.335073140e-02,1.440367308e-09,-2.064767702e-02,-2.895782095e-09
0.9770010000,1.5800000000,2.335679467e-02,1.440575066e-09,-2.067463644e-02,-2.895990969e-09
0.9780010000,1.5850000000,2.336249667e-02,1.440783489e-09,-2.070136736e-02,-2.896200579e-09
0.9790010000,1.5900000000,2.336783799e-02,1.440993061e-09,-2.072786992e-02,-2.896413742e-09
0.9800010000,1.5950000000,2.337269001e-02,1.441203418e-09,-2.075414428e-02,-2.896620839e-09
0.9810010000,1.6000000000,2.337507939e-02,1.441413369e-09,-2.078019057e-02,-2.896831488e-09
0.9820010000,1.6050000000,2.337665191e-02,1.441624679e-09,-2.080600893e-02,-2.897042875e-09
0.9830010000,1.6100000000,2.337822446e-02,1.441836211e-09,-2.083159950e-02,-2.897253005e-09
0.9840010000,1.6150000000,2.337979703e-02,1.442048372e-09,-2.085696242e-02,-2.897464391e-09
0.9850010000,1.6200000000,2.338136963e-02,1.442260505e-09,-2.088209784e-02,-2.897675041e-09
0.9860010000,1.6250000000,2.338294226e-02,1.442471160e-09,-2.090700590e-02,-2.897883914e-09
0.9870010000,1.6300000000,2.338451491e-02,1.442684680e-09,-2.093168673e-02,-2.898095301e-09
0.9880010000,1.6350000000,2.338608759e-02,1.442897636e-09,-2.095614048e-02,-2.898307207e-09
0.9890010000,1.6400000000,2.338766030e-02,1.443110853e-09,-2.098036728e-02,-2.898517337e-09
0.9900010000,1.6450000000,2.338923303e-02,1.443323116e-09,-2.100436729e-02,-2.898727467e-09
0.9910010000,1.6500000000,2.339080579e-02,1.443536295e-09,-2.102814063e-02,-2.898940629e-09
0.9920010000,1.6550000000,2.339237857e-02,1.443750389e-09,-2.105168745e-02,-2.899150023e-09
0.9930010000,1.6600000000,2.339395138e-02,1.443962939e-09,-2.107500788e-02,-2.899363185e-09
0.9940010000,1.6650000000,2.339552421e-02,1.444176340e-09,-2.109810208e-02,-2.899575092e-09
0.9950010000,1.6700000000,2.339709708e-02,1.444389583e-09,-2.112097018e-02,-2.899785741e-09
0.9960010000,1.6750000000,2.339866996e-02,1.444603558e-09,-2.114361231e-02,-2.899997648e-09
0.9970010000,1.6800000000,2.340024288e-02,1.444817663e-09,-2.116602862e-02,-2.900210810e-09
0.9980010000,1.6850000000,2.340181582e-02,1.445030933e-09,-2.118821925e-02,-2.900421460e-09
0.9990010000,1.6900000000,2.340338878e-02,1.445244675e-09,-2.121018434e-02,-2.900634623e-09
